Qiime_ID,Input_ID,Genus,OTU,Taxa
>V4_5208,V4_FM211187_Streptococcus_pneumoniae_ATCC_700669,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1184,V4_AF310344_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1185,V4_AF310345_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1186,V4_AF310346_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1187,V4_AF310347_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1180,V4_AF310340_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1181,V4_AF310341_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1182,V4_AF310342_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1183,V4_AF310343_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1188,V4_AF310348_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1189,V4_AF310349_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_4914,V4_EU915687_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4915,V4_EU915688_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4916,V4_EU921471_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_4917,V4_EU977730_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4910,V4_EU888509_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_4911,V4_EU888511_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_4912,V4_EU888516_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_4913,V4_EU915686_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_4918,V4_EU977732_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_4919,V4_EU979473_Rhodobacter_sp_CR07_5,Rhodobacter,11,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
>V4_1238,V4_AF310398_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1239,V4_AF310399_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1236,V4_AF310396_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1237,V4_AF310397_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1234,V4_AF310394_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1235,V4_AF310395_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1232,V4_AF310392_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1233,V4_AF310393_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1230,V4_AF310390_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1231,V4_AF310391_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_2125,V4_AGNU01000019_Streptococcus_pneumoniae_GA11184,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2541,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2540,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2543,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2542,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2545,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2544,V4_AGTD01000001_Escherichia_coli_UMNF18,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_2547,V4_AGTU01000228_Staphylococcus_aureus_subsp_aureus_21194,Staphylococcus_aureus,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_269,V4_AB601074_Clostridium_beijerinckii,Clostridium,37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum
>V4_2546,V4_AGTK01000065_Escherichia_coli_O45-H2_str_03_EN_705,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_268,V4_AB601073_Clostridium_beijerinckii,Clostridium,37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum
>V4_264,V4_AB600545_Clostridium_beijerinckii,Clostridium,37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum
>V4_2523,V4_AGQK01000002_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2522,V4_AGQK01000001_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2521,V4_AGQJ01000009_Streptococcus_pneumoniae_GA08780,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2201,V4_AGOH01000010_Streptococcus_pneumoniae_NP070,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2527,V4_AGQK01000006_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2526,V4_AGQK01000006_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2525,V4_AGQK01000005_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2524,V4_AGQK01000004_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2529,V4_AGQL01000002_Streptococcus_pneumoniae_NorthCarolina6A_23,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2528,V4_AGQK01000007_Streptococcus_pneumoniae_GA19690,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_263,V4_AB600543_Clostridium_beijerinckii,Clostridium,37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum
>V4_262,V4_AB600541_Clostridium_beijerinckii,Clostridium,37,k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__butyricum
>V4_1391,V4_AF310551_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1390,V4_AF310550_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1393,V4_AF310553_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1392,V4_AF310552_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1467,V4_AF337926_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1394,V4_AF310554_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1397,V4_AF310557_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1396,V4_AF310556_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_3692,V4_AY741152_Staphylococcus_epidermidis,Staphylococcus_epidermidis,25,k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae
>V4_3693,V4_AY741719_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3690,V4_AY741058_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_3691,V4_AY741059_Propionibacterium_acnes,Propionibacterium,36,k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae;g__Propionibacterium;s__acnes
>V4_3696,V4_AY842872_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3697,V4_AY847284_Acinetobacter_baumannii,Acinetobacter,32,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__rhizosphaerae
>V4_3694,V4_AY795568_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3927,V4_CP001072_Helicobacter_pylori_Shi470,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3928,V4_CP001072_Helicobacter_pylori_Shi470,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3929,V4_CP001150_Rhodobacter_sphaeroides_KD131,Rhodobacter,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
>V4_3698,V4_AY850358_Enterococcus_faecalis,Enterococcus,27,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__
>V4_3699,V4_AY907828_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_2325,V4_AGPC01000001_Streptococcus_pneumoniae_GA14798,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2324,V4_AGPB01000009_Streptococcus_pneumoniae_GA13856,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2327,V4_AGPC01000010_Streptococcus_pneumoniae_GA14798,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2326,V4_AGPC01000007_Streptococcus_pneumoniae_GA14798,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2321,V4_AGPB01000007_Streptococcus_pneumoniae_GA13856,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2320,V4_AGPB01000007_Streptococcus_pneumoniae_GA13856,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2323,V4_AGPB01000008_Streptococcus_pneumoniae_GA13856,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_2322,V4_AGPB01000008_Streptococcus_pneumoniae_GA13856,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_3764,V4_CADE01000033_Helicobacter_pylori_NQ315,Helicobacter,5,k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;s__pylori
>V4_3234,V4_AM745438_Rhodobacter_maris,Rhodobacter,24,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter;s__
>V4_3078,V4_AIFZ01000040_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3235,V4_AM747221_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_3076,V4_AIFZ01000039_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3077,V4_AIFZ01000039_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3074,V4_AIFZ01000036_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3075,V4_AIFZ01000036_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3072,V4_AIFZ01000035_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3073,V4_AIFZ01000035_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3070,V4_AIFZ01000031_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3071,V4_AIFZ01000033_Escherichia_coli_DEC6E,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_3541,V4_AY238914_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_3230,V4_AM696294_Rhodobacter_sphaeroides,Rhodobacter,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
>V4_3547,V4_AY238920_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_3232,V4_AM696296_Rhodobacter_sphaeroides,Rhodobacter,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
>V4_3233,V4_AM696701_Rhodobacter_sphaeroides,Rhodobacter,9,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Rhodobacter
>V4_1759,V4_AF522591_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1758,V4_AF522590_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1751,V4_AF522583_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1750,V4_AF522582_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1753,V4_AF522585_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1752,V4_AF522584_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1755,V4_AF522587_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1754,V4_AF522586_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1757,V4_AF522589_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1756,V4_AF522588_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_5438,V4_GQ273521_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5439,V4_GQ273522_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5430,V4_GQ226038_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_5431,V4_GQ246710_Rhodobacter_sp_M2T8B7,Rhodobacter,11,k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae
>V4_5432,V4_GQ273514_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5433,V4_GQ273515_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5434,V4_GQ273516_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5435,V4_GQ273517_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5436,V4_GQ273518_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_5437,V4_GQ273519_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_1535,V4_AF382284_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1534,V4_AF382283_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_528,V4_ABHK02000001_Escherichia_coli_O157-H7_str_EC4206,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_529,V4_ABHK02000001_Escherichia_coli_O157-H7_str_EC4206,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_1531,V4_AF382280_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1530,V4_AF382279_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1533,V4_AF382282_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_1532,V4_AF382281_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_522,V4_ABGH01000012_Streptococcus_pneumoniae_MLV_016,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_523,V4_ABGH01000014_Streptococcus_pneumoniae_MLV_016,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_520,V4_ABGH01000008_Streptococcus_pneumoniae_MLV_016,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_521,V4_ABGH01000011_Streptococcus_pneumoniae_MLV_016,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_1539,V4_AF382288_Neisseria_meningitidis,Neisseria,18,k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__
>V4_527,V4_ABHK02000001_Escherichia_coli_O157-H7_str_EC4206,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_524,V4_ABGH01000022_Streptococcus_pneumoniae_MLV_016,Streptococcus_pneumoniae,21,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus
>V4_525,V4_ABHK02000001_Escherichia_coli_O157-H7_str_EC4206,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
>V4_4498,V4_DQ677725_Streptococcus_mutans,Streptococcus,30,k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__
>V4_6167,V4_JF513192_Acinetobacter_baumannii,Acinetobacter,12,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter
>V4_6166,V4_JF509359_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6165,V4_JF509358_Bacillus_cereus,Bacillus,10,k__Bacteria;p__Firmicutes;c__Bacilli;o__;f__;g__;s__
>V4_6164,V4_JF505978_escherichia_coli,Escherichia,13,k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia;s__
